Area,Property Type,Price,Date,Price per sqm,Rooms,Parking,Building,Community,Nearest Metro,Projected Growth,Investment Score
Me'Aisem First,Unit,355000.0,29-07-2021,4946.36,1 B/R,1,Oakwood Residency,International Media Production Zone,Damac Properties,8.8,44.2
Al Hebiah Fourth,Unit,420000.0,4/10/2020,4988.12,1 B/R,1,Elite Residences 4,Dubai Sports City,Nakheel Metro Station,11.4,57.2
Al Hebiah Fourth,Unit,540000.0,15-03-2023,7982.26,1 B/R,1,EUROPEAN,Dubai Sports City,Nakheel Metro Station,12.2,61.3
Palm Jumeirah,Unit,950000.0,8/12/2020,9283.69,1 B/R,1,GRANDUER RESIDENCES-MUGHAL,Palm Jumeirah,Jumeirah Beach Resdency,7.1,36.0
Burj Khalifa,Unit,1385000.0,13-01-2021,8567.36,2 B/R,1,BD Standpoint A,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,8.8,44.7
Burj Khalifa,Unit,2550000.0,8/2/2023,17997.04,3 B/R,1,THE SIGNATURE,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,10.9,55.8
Marsa Dubai,Unit,2040000.0,29-06-2022,14395.6,2 B/R,1,CAYAN TOWER,Dubai Marina,Marina Towers,14.4,73.1
Al Barsha South Fourth,Unit,340000.0,11/3/2021,6195.34,1 B/R,1,AUTUMN 1,Jumeirah Village Circle,Dubai Internet City,5.7,28.7
Al Barsha South Fifth,Unit,325000.0,23-03-2021,4365.93,1 B/R,1,Green Park,Jumeirah Village Triangle,Damac Properties,5.2,26.2
Wadi Al Safa 2,Unit,285000.0,18-01-2021,4767.48,1 B/R,1,Mazaya 1,Liwan,,12.3,61.6
Wadi Al Safa 2,Unit,715000.0,7/9/2021,3987.29,3 B/R,1,Mazaya 1,Liwan,,7.8,39.4
Palm Jumeirah,Unit,3650000.0,1/8/2022,11803.13,3 B/R,1,GOLDEN MILE 2,Palm Jumeirah,Palm Jumeirah,10.0,51.9
Palm Jumeirah,Unit,1400000.0,22-03-2022,11557.83,1 B/R,1,GOLDEN MILE 3,Palm Jumeirah,Palm Jumeirah,10.7,54.2
Al Safouh First,Unit,1100000.0,7/7/2021,9006.06,2 B/R,1,Bahia 2,TECOM Site B,Sharaf Dg Metro Station,5.4,27.6
Business Bay,Unit,750000.0,23-03-2022,10276.79,1 B/R,1,THE VOGUE,Business Bay,Buj Khalifa Dubai Mall Metro Station,10.6,53.4
Al Barsha South Fourth,Unit,460000.0,18-04-2021,6835.07,1 B/R,1,DIAMOND VIEWS 3,Jumeirah Village Circle,Dubai Internet City,8.9,44.7
Me'Aisem First,Unit,370000.0,14-03-2023,5565.58,1 B/R,1,CENTRIUM TOWER 1,International Media Production Zone,Damac Properties,7.3,36.7
Marsa Dubai,Unit,1410000.0,8/3/2021,17916.14,1 B/R,1,DAMAC HEIGHTS,Dubai Marina,Marina Towers,13.3,67.2
Al Barsha South Fourth,Unit,350000.0,28-03-2022,7172.13,Studio,1,SHAMAL RESIDENCES 2,Jumeirah Village Circle,Nakheel Metro Station,14.0,70.2
Burj Khalifa,Unit,3850000.0,6/7/2022,30403.54,2 B/R,1,Boulevard Point,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,14.2,73.0
Al Barsha South Fourth,Unit,425000.0,19-09-2022,7008.58,1 B/R,1,VILLA MYRA,Jumeirah Village Circle,Nakheel Metro Station,5.7,28.7
Palm Jumeirah,Unit,1945866.0,9/12/2022,11095.77,2 B/R,1,GOLDEN MILE 9,Palm Jumeirah,Palm Jumeirah,12.9,65.5
Business Bay,Unit,7800000.0,26-01-2023,34586.73,Office,1,The Opus By Omniyat,Business Bay,Business Bay Metro Station,8.8,48.1
Marsa Dubai,Unit,1195000.0,9/11/2021,29047.16,1 B/R,1,TFG MARINA,Dubai Marina,Jumeirah Beach Residency,5.1,26.1
Business Bay,Unit,1000000.0,20-01-2021,11191.94,1 B/R,1,DAMAC TOWERS BY PARAMOUNT (A),Business Bay,Buj Khalifa Dubai Mall Metro Station,9.5,48.0
Business Bay,Unit,1750000.0,25-10-2020,9572.26,3 B/R,1,DAMAC TOWERS BY PARAMOUNT (D),Business Bay,Buj Khalifa Dubai Mall Metro Station,9.4,47.9
Business Bay,Unit,1010000.0,24-08-2020,11703.36,1 B/R,1,DAMAC TOWERS BY PARAMOUNT (D),Business Bay,Buj Khalifa Dubai Mall Metro Station,5.6,28.5
Al Thanyah Fifth,Unit,630000.0,29-08-2022,9765.93,1 B/R,1,DUBAI GATE 2,Jumeirah Islands,Jumeirah Lakes Towers,11.1,55.8
Al Thanyah Fifth,Unit,430000.0,12/5/2022,10518.59,Studio,1,DUBAI GATE 2,Jumeirah Islands,Jumeirah Lakes Towers,5.6,28.2
Al Thanyah Fifth,Unit,430000.0,12/9/2022,12445.73,Studio,1,DUBAI GATE 2,Jumeirah Islands,Jumeirah Lakes Towers,9.1,45.7
Burj Khalifa,Unit,2000000.0,11/2/2020,23786.87,1 B/R,1,The Address - The BLVD,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,10.7,54.6
Wadi Al Safa 3,Unit,7700000.0,30-01-2023,9793.2,4 B/R,1,SEVENTH HEAVEN,,,9.8,53.1
Business Bay,Unit,1409251.0,9/11/2022,17744.29,1 B/R,1,SOL BAY,Business Bay,Business Bay Metro Station,6.5,33.2
Al Barsha South Fourth,Unit,1800000.0,1/11/2021,11932.38,1 B/R,1,FIVE at Jumeirah Village Circle Dubai,Jumeirah Village Circle,Nakheel Metro Station,10.5,53.4
Hadaeq Sheikh Mohammed Bin Rashid,Unit,3650000.0,9/1/2023,19974.83,3 B/R,1,MULBERRY II at PARK HEIGHTS Building A1,DUBAI HILLS - PARK,First Abu Dhabi Bank Metro Station,14.0,71.9
Jabal Ali First,Unit,848170.0,4/10/2022,9912.0,1 B/R,1,Azizi Liatris,Al Furjan,Ibn Battuta Metro Station,10.1,50.9
Burj Khalifa,Unit,2500000.0,10/12/2020,18610.88,2 B/R,1,Address Fountain Views Residences - Tower 1,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,7.8,40.3
Al Thanyah Third,Unit,1343729.0,21-01-2022,14001.55,Office,1,THE ONYX - TOWER 2,The Greens,Dubai Internet City,9.8,49.7
Al Hebiah Fourth,Unit,390000.0,10/2/2022,6126.3,1 B/R,1,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Nakheel Metro Station,12.1,60.7
Palm Jumeirah,Unit,3850000.0,2/3/2022,16040.33,2 B/R,1,THE 8,Palm Jumeirah,Mina Seyahi,10.7,55.5
Palm Jumeirah,Unit,3650000.0,2/3/2022,31797.19,2 B/R,1,THE 8,Palm Jumeirah,Mina Seyahi,10.0,51.9
Business Bay,Unit,1000000.0,4/4/2022,9176.0,Office,1,The Prime Tower,Business Bay,Business Bay Metro Station,6.8,34.5
Al Thanyah First,Unit,1260000.0,17-08-2020,45685.28,Studio,1,SKY CENTRAL,TECOM Site C,Dubai Internet City,13.0,65.7
Al Thanyah First,Unit,1209450.0,19-11-2020,43852.43,Studio,1,SKY CENTRAL,TECOM Site C,Dubai Internet City,10.0,50.6
Al Hebiah Third,Unit,360000.0,28-09-2022,11385.2,Studio,1,DAMAC HILLS - CARSON (B),DAMAC HILLS,,11.0,55.2
Al Thanyah First,Unit,1292974.0,29-08-2021,38909.84,Studio,1,The First Central,TECOM Site C,Dubai Internet City,6.8,34.7
Al Barsha South Fourth,Unit,230000.0,19-09-2022,6782.66,Studio,1,HANOVER SQUARE,Jumeirah Village Circle,Dubai Internet City,14.3,71.6
Al Hebiah Fourth,Unit,440000.0,17-01-2023,6980.8,1 B/R,1,BERMUDA VIEWS,Dubai Sports City,Nakheel Metro Station,10.3,51.7
Burj Khalifa,Unit,3850000.0,6/10/2022,28546.01,2 B/R,1,Address Fountain Views Residences - Tower 2,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,9.4,49.0
Burj Khalifa,Unit,4078600.0,1/3/2021,19624.69,3 B/R,1,Address Fountain Views Residences - Tower 2,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,8.0,42.1
Burj Khalifa,Unit,2100000.0,3/3/2021,26481.72,1 B/R,1,Address Fountain Views Residences - Tower 2,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,8.7,44.6
Jabal Ali First,Unit,1275000.0,5/10/2021,7971.24,3 B/R,1,Azizi Yasamine,Al Furjan,Ibn Battuta Metro Station,11.2,56.7
Business Bay,Unit,878329.0,11/8/2022,8000.81,Office,1,WESTBURRY TOWER 1,,Business Bay Metro Station,9.6,48.5
Al Barsha South Fourth,Unit,590000.0,3/6/2021,8279.54,1 B/R,1,GHALIA,Jumeirah Village Circle,Nakheel Metro Station,8.1,40.8
Palm Jumeirah,Unit,1668000.0,8/3/2023,29600.71,Studio,0,FIVE AT PALM JUMEIRAH DUBAI,Palm Jumeirah,Palm Jumeirah,14.4,72.9
Marsa Dubai,Unit,1200000.0,18-10-2021,8884.94,2 B/R,1,ORRA HARBOUR TOWER 2,Dubai Marina,Jumeirah Beach Resdency,9.0,45.6
Wadi Al Safa 5,Unit,285000.0,5/11/2020,4510.92,Studio,1,DESERT SUN TOWER,Residential Complex,,6.1,30.6
Al Hebiah Third,Unit,730000.0,5/8/2020,8003.51,1 B/R,1,Damac Hills - LORETO 2 - B,DAMAC HILLS,,12.3,61.9
Al Goze Fourth,Unit,774553.0,11/11/2020,5704.89,2 B/R,1,AL KHAIL HEIGHTS 7A-7B,,Noor Bank Metro Station,14.1,70.9
Al Goze Fourth,Unit,750000.0,14-01-2021,5964.69,2 B/R,1,AL KHAIL HEIGHTS 8A-8B,,Noor Bank Metro Station,11.5,57.9
Marsa Dubai,Unit,1750000.0,26-10-2022,24734.98,1 B/R,1,THE RESIDENCE AT MARINA GATE 2,,Marina Towers,15.0,75.9
Marsa Dubai,Unit,1960000.0,23-11-2022,27703.18,1 B/R,1,THE RESIDENCE AT MARINA GATE 2,,Marina Towers,8.6,44.0
Al Hebiah Fourth,Unit,270000.0,21-01-2021,6205.47,Studio,1,ELITE 8 SPORTS RESIDENCE,Dubai Sports City,Nakheel Metro Station,6.2,31.1
Burj Khalifa,Unit,1165000.0,18-08-2022,24050.37,Studio,1,ELITE DOWNTOWN RESIDENCE,Business Bay,Business Bay Metro Station,8.2,41.6
Al Barshaa South Third,Unit,315429.0,9/3/2023,6458.42,1 B/R,1,SYANN PARK 1,Arjan,Sharaf Dg Metro Station,6.5,32.7
Al Thanyah Fifth,Unit,480000.0,2/2/2022,6651.88,,1,Dubai Star,Jumeirah Islands,Jumeirah Lakes Towers,11.8,59.3
Al Hebiah Fourth,Unit,315000.0,11/11/2022,7888.81,Studio,1,EAGLE HEIGHTS,Dubai Sports City,Nakheel Metro Station,13.1,65.7
Al Hebiah Fourth,Unit,290000.0,12/4/2021,7366.01,Studio,1,EAGLE HEIGHTS,Dubai Sports City,Nakheel Metro Station,13.7,68.7
Al Hebiah Fourth,Unit,675000.0,12/2/2020,6609.22,2 B/R,1,ELITE 10 SPORTS RESIDENCE - 2,Dubai Sports City,Nakheel Metro Station,9.8,49.4
Palm Jumeirah,Unit,2750000.0,18-05-2021,6562.15,3 B/R,1,BALQIS RESIDENCE 2,Palm Jumeirah,Mina Seyahi,10.3,52.9
Marsa Dubai,Unit,1680000.0,25-08-2022,21691.41,1 B/R,1,THE RESIDENCES AT MARINA GATE 1,,Marina Towers,14.2,71.9
Al Thanyah Third,Unit,930000.0,18-02-2020,11383.11,1 B/R,1,Vida Residences 3 & 4 - The Hills,,Damac Properties,13.4,67.5
Al Thanyah Third,Unit,1300000.0,6/2/2020,11032.84,2 B/R,1,Vida Residences 3 & 4 - The Hills,,Damac Properties,5.4,27.7
Al Thanyah Third,Unit,1950000.0,10/2/2022,13622.07,2 B/R,1,Vida B - The Hills,,Damac Properties,8.3,42.5
Burj Khalifa,Unit,4200000.0,18-08-2020,18624.45,3 B/R,1,Address Residences Sky View,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,14.2,73.2
Marsa Dubai,Unit,1275000.0,7/10/2020,14253.77,1 B/R,1,Sparkle Tower 2,Dubai Marina,Jumeirah Beach Residency,10.2,51.7
Marsa Dubai,Unit,1780660.0,18-01-2023,16875.09,Shop,1,MARINA WHARF II,Dubai Marina,Jumeirah Beach Residency,14.5,73.4
Palm Jumeirah,Unit,930000.0,7/2/2022,18263.94,Studio,0,PALM VIEWS WEST,Palm Jumeirah,Palm Jumeirah,12.1,61.0
Zaabeel Second,Unit,3500000.0,8/12/2022,30940.59,2 B/R,1,DOWNTOWN VIEWS,,Buj Khalifa Dubai Mall Metro Station,14.0,71.8
Island 2,Unit,13500000.0,20-05-2021,45860.65,3 B/R,1,BV RESIDENCES 1,,Business Bay Metro Station,11.6,65.1
Hadaeq Sheikh Mohammed Bin Rashid,Unit,1925000.0,15-08-2021,12376.24,2 B/R,1,ACACIA AT PARK HEIGHTS BUILDING B,DUBAI HILLS - PARK,First Abu Dhabi Bank Metro Station,5.5,28.5
Business Bay,Unit,1910000.0,10/10/2022,18335.41,2 B/R,1,PARAMOUNT TOWER HOTEL & RESIDENCES,,Business Bay Metro Station,14.7,74.5
Burj Khalifa,Unit,3000000.0,15-03-2021,5477.55,4 B/R,1,MADA Residences Tower,Business Bay,Buj Khalifa Dubai Mall Metro Station,7.0,36.6
Madinat Al Mataar,Unit,340000.0,22-12-2020,5700.87,1 B/R,1,MAG 535,Dubai World Central,,6.1,30.7
Nadd Hessa,Unit,300000.0,27-06-2022,8600.92,Studio,1,ARABIAN GATE,Silicon Oasis,,11.3,56.7
Al Barsha South Fourth,Unit,790000.0,23-06-2021,8765.12,1 B/R,1,Belgravia,Jumeirah Village Circle,Nakheel Metro Station,10.6,53.4
Business Bay,Unit,1897500.0,8/6/2020,19765.63,1 B/R,1,NOURA TOWER,,Business Bay Metro Station,7.8,40.0
Burj Khalifa,Unit,1700000.0,11/5/2022,20073.21,1 B/R,1,BLVD CRESCENT Tower 1,Burj Khalifa,Business Bay Metro Station,13.6,68.9
Nad Al Shiba First,Unit,1100000.0,19-10-2020,7533.21,2 B/R,1,The Galleries,Meydan,Business Bay Metro Station,12.1,61.1
Al Khairan First,Unit,3750000.0,27-02-2023,24842.66,3 B/R,1,CREEK HORIZON TOWER 2,The Lagoons,Creek Metro Station,6.0,32.0
Marsa Dubai,Unit,7000000.0,12/12/2022,64736.89,2 B/R,1,Jumeirah Gate Tower 2,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,7.6,41.7
Marsa Dubai,Unit,2500000.0,21-10-2022,42970.09,1 B/R,1,Jumeirah Gate Tower 2,Jumeriah Beach Residence  - JBR,Jumeirah Beach Residency,13.3,67.8
Al Hebiah First,Unit,1125000.0,25-08-2022,8598.95,2 B/R,1,Oia Residence,Motor City,Dubai Internet City,10.6,53.6
Al Hebiah First,Unit,1575000.0,30-11-2022,9110.89,3 B/R,1,Oia Residence,Motor City,Dubai Internet City,13.3,67.3
Madinat Al Mataar,Unit,730000.0,7/7/2022,6097.56,2 B/R,1,The Pulse Boulevard Apartments (C2),Dubai World Central,,5.5,27.9
Jabal Ali First,Unit,345000.0,27-10-2022,9745.76,Studio,1,AZIZI SAMIA,Al Furjan,Ibn Battuta Metro Station,13.1,65.7
Jabal Ali First,Unit,1304000.0,7/7/2020,9808.2,2 B/R,1,AZIZI FARISHTA,Al Furjan,Ibn Battuta Metro Station,14.5,73.2
Al Barsha South Fourth,Unit,850000.0,7/12/2021,7944.67,2 B/R,1,Milano Giovanni Boutique Suites,Jumeirah Village Circle,Dubai Internet City,12.6,63.4
Marsa Dubai,Unit,2570000.0,3/6/2022,16228.85,2 B/R,1,Bluewaters Residences 8,,Jumeirah Beach Residency,6.8,35.4
Al Thanyah Fifth,Unit,5300000.0,7/7/2021,18180.57,3 B/R,1,The Residences,,Damac Properties,9.7,51.3
Al Barsha South Fourth,Unit,450000.0,3/6/2021,5113.64,1 B/R,1,Plaza Residences 2,Jumeirah Village Circle,Nakheel Metro Station,5.6,28.2
Al Barsha South Fourth,Unit,1100000.0,23-02-2023,9281.92,1 B/R,1,EATON PLACE,Jumeirah Village Circle,Nakheel Metro Station,6.9,35.1
Wadi Al Safa 3,Unit,1100000.0,10/8/2022,8382.23,2 B/R,1,Grenland,Mohammed Bin Rashid AL Maktoum District 11,,10.1,51.1
Al Barsha South Fourth,Unit,335000.0,19-01-2021,7247.94,Studio,1,DAR AL JAWHARA ,Jumeirah Village Circle,Nakheel Metro Station,10.7,53.7
Al Barshaa South Third,Unit,450000.0,8/1/2020,10580.77,Studio,1,The Wings - A,Arjan,Sharaf Dg Metro Station,9.9,49.7
Al Barshaa South Third,Unit,550000.0,20-12-2020,7546.65,1 B/R,1,The Wings - C,Arjan,Sharaf Dg Metro Station,13.6,68.3
Al Barsha South Fourth,Unit,614835.0,6/4/2022,8072.94,1 B/R,1,O2,Jumeirah Village Circle,Nakheel Metro Station,8.3,41.8
Al Barsha South Fourth,Unit,725595.0,6/4/2022,8072.93,1 B/R,1,O2,Jumeirah Village Circle,Nakheel Metro Station,12.9,64.9
Warsan Fourth,Unit,255000.0,25-11-2020,7028.67,Studio,1,Easy 18,International City Phase 3,Rashidiya Metro Station,10.6,53.1
Al Barsha South Fourth,Unit,410000.0,11/2/2022,11208.31,Studio,1,The Square,Jumeirah Village Circle,Nakheel Metro Station,9.5,47.7
Al Thanyah Fifth,Unit,1060000.0,24-01-2022,14516.57,1 B/R,1,MBL RESIDENCE,Jumeirah Lakes Towers,Jumeirah Lakes Towers,5.7,29.1
Marsa Dubai,Unit,3329127.0,6/7/2022,21854.7,Shop,1,THE RESIDENCES AT MARINA GATE 1,,Marina Towers,13.1,67.3
Al Barsha South Fourth,Unit,700000.0,22-06-2021,8095.29,1 B/R,1,Beverly Residence,Jumeirah Village Circle,Dubai Internet City,13.8,69.4
Al Jadaf,Unit,750000.0,7/11/2021,10778.96,1 B/R,1,Binghatti Gateway,Dubai Health Care City Phase 2,Al Jadaf Metro Station,8.4,42.4
Al Barshaa South Third,Unit,328517.0,30-12-2021,7536.53,Studio,1,SAMANA GREENS,Arjan,Sharaf Dg Metro Station,12.8,64.2
Al Warsan First,Unit,394000.0,29-09-2022,9997.46,Studio,1,Tabeer 1,International City Phase 1,Rashidiya Metro Station,14.6,73.2
Al Warsan First,Unit,887285.0,28-02-2023,8854.26,2 B/R,1,Tabeer 1,International City Phase 1,Rashidiya Metro Station,5.5,28.0
Al Barsha South Fourth,Unit,1100000.0,17-06-2020,9862.82,2 B/R,1,Hyati Avenue,Jumeirah Village Circle,Nakheel Metro Station,11.9,60.1
Business Bay,Unit,3649900.0,7/9/2021,21057.52,2 B/R,1,SLS DUBAI,Business Bay,Buj Khalifa Dubai Mall Metro Station,12.0,61.9
Burj Khalifa,Unit,1150000.0,12/7/2020,15559.46,1 B/R,1,Boulevard Point,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,5.3,27.1
Burj Khalifa,Unit,1465000.0,15-11-2020,20409.58,1 B/R,1,Boulevard Point,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,11.8,59.8
Marsa Dubai,Unit,1414227.0,19-02-2020,9263.9,2 B/R,1,Al Fattan Marine Towers,,Jumeirah Beach Resdency,14.0,70.7
Marsa Dubai,Unit,3027700.0,7/6/2021,14622.33,3 B/R,1,Al Fattan Marine Towers,,Jumeirah Beach Resdency,5.2,27.6
Al Barsha South Fourth,Unit,620000.0,22-11-2020,9667.86,1 B/R,1,CHAIMAA AVENUE,Jumeirah Village Circle,Dubai Internet City,14.9,74.8
Al Barsha South Fourth,Unit,720000.0,15-12-2022,10532.48,1 B/R,1,CHAIMAA AVENUE,Jumeirah Village Circle,Dubai Internet City,5.2,26.4
Business Bay,Unit,1743022.0,28-11-2022,17744.29,1 B/R,1,SOL BAY,Business Bay,Business Bay Metro Station,11.3,57.4
Business Bay,Unit,400000.0,25-08-2022,8814.46,Studio,1,AG TOWER,Business Bay,Business Bay Metro Station,7.0,35.2
Al Barsha South Fifth,Unit,565000.0,11/1/2023,5746.54,1 B/R,1,Golden Wood Views,Jumeirah Village Triangle,Damac Properties,12.9,64.8
Warsan Fourth,Unit,243101.0,14-02-2021,4228.58,1 B/R,1,BNH Smart Tower 02,International City Phase 3,Rashidiya Metro Station,14.3,71.6
Nad Al Shiba First,Unit,1941000.0,14-04-2022,14667.88,2 B/R,1,Injazzat Residence,Meydan,Business Bay Metro Station,13.1,66.5
Al Barshaa South Third,Unit,500000.0,10/11/2022,6270.38,1 B/R,1,Building 88,Arjan,Sharaf Dg Metro Station,13.4,67.3
Al Barshaa South Third,Unit,420000.0,13-09-2022,9747.04,Studio,1,DIVINE RESIDENCES,Arjan,First Abu Dhabi Bank Metro Station,6.0,30.2
Business Bay,Unit,800000.0,14-03-2022,10206.69,1 B/R,1,THE BAY,Business Bay,Buj Khalifa Dubai Mall Metro Station,14.5,72.9
Business Bay,Unit,1025000.0,15-07-2022,13060.65,1 B/R,1,THE BAY,Business Bay,Buj Khalifa Dubai Mall Metro Station,6.5,33.0
Business Bay,Unit,1163042.0,15-03-2023,14186.9,1 B/R,1,THE BAY,Business Bay,Buj Khalifa Dubai Mall Metro Station,6.2,31.6
Business Bay,Unit,1001905.0,24-10-2022,33274.82,1 B/R,1,SLS DUBAI,Business Bay,Buj Khalifa Dubai Mall Metro Station,14.0,70.5
Al Jafliya,Villa,709000.0,26-12-2021,4309.51,,0,,,Al Jafiliya Metro Station,13.4,67.4
Al Hebiah Fourth,Villa,4175000.0,28-02-2022,6524.15,,0,,Dubai Sports City,Damac Properties,13.3,68.7
Wadi Al Safa 5,Villa,2750000.0,28-02-2021,4908.26,,0,,The Villa,,11.5,58.9
Nad Al Shiba Second,Land,7500000.0,24-11-2021,2900.3,,0,,,Creek Metro Station,7.0,38.9
Al Mezhar Second,Villa,6000000.0,7/6/2022,3229.17,,0,,,Etisalat Metro Station,10.5,55.7
Wadi Al Safa 2,Villa,2950000.0,27-07-2021,5462.96,,0,,Falcon City,,5.7,30.1
Al Thanyah Fifth,Land,1779680.0,16-12-2020,2362.7,,0,,Jumeirah Park,Jumeirah Lakes Towers,6.0,30.9
Wadi Al Safa 6,Villa,4625000.0,14-04-2022,8029.51,,0,,Arabian Ranches - Saheel,Sharaf Dg Metro Station,9.0,47.4
Mirdif,Villa,2807344.0,28-08-2014,5419.16,,0,,,Etisalat Metro Station,7.1,37.0
Eyal Nasser,Building,10000000.0,30-08-2020,51999.38,,0,,,Palm Deira Metro Stations,10.9,59.8
Al Rashidiya,Villa,1000000.0,1/11/2020,1681.86,,0,,,Rashidiya Metro Station,12.3,62.0
Port Saeed,Villa,1150000.0,4/7/2021,6745.66,,0,,,Al Rigga Metro Station,9.2,46.6
Nad Al Shiba,Land,6129998.0,9/10/2005,1506.81,,0,,Silicon Oasis,,5.4,30.2
Al Hebiah Fourth,Villa,2442154.0,8/2/2021,8950.21,,0,,Dubai Sports City,Nakheel Metro Station,13.9,70.8
Wadi Al Safa 6,Villa,4150000.0,23-02-2022,7021.4,,0,,Arabian Ranches - Saheel,First Abu Dhabi Bank Metro Station,5.9,31.7
Al Barsha South Fourth,Villa,2000000.0,20-07-2022,8333.33,,0,,Jumeirah Village Circle,Dubai Internet City,10.5,53.6
Wadi Al Safa 6,Villa,3900000.0,10/10/2021,4919.09,,0,,Arabian Ranches - Almahra,,14.8,76.1
Palm Jumeirah,Land,16000000.0,13-08-2020,12514.27,,0,,Palm Jumeirah,Mina Seyahi,5.7,36.9
Al Thanyah Fifth,Villa,4400000.0,3/2/2022,5359.91,,0,,Jumeirah Park,Harbour Tower,7.1,37.8
Al Thanyah Fifth,Villa,4350000.0,15-06-2021,6149.54,,0,,Jumeirah Park,Harbour Tower,5.5,29.8
Al Thanyah Fifth,Villa,5000000.0,21-02-2023,9779.76,,0,,Jumeirah Park,Jumeirah Lakes Towers,8.1,43.1
Ras Al Khor Industrial Second,Building,3600000.0,7/3/2022,4768.84,,0,,,Creek Metro Station,11.2,57.9
Jabal Ali First,Land,400000.0,28-04-2020,800.0,,0,,Al Furjan,Ibn Battuta Metro Station,14.2,71.2
Wadi Al Safa 7,Villa,4550000.0,27-08-2020,6490.17,,0,,Arabian Ranches II - YASMIN,,6.8,36.4
Me'Aisem First,Villa,4990000.0,15-11-2020,4938.64,,0,,Jumeirah Golf,Harbour Tower,10.1,53.1
Al Yufrah 2,Villa,1419000.0,16-08-2021,6053.24,,0,,DAMAC HILLS 2,,6.9,35.2
Al Yufrah 2,Villa,1705000.0,14-10-2021,9754.0,,0,,DAMAC HILLS 2,,10.5,53.4
Jabal Ali First,Villa,1825000.0,1/10/2020,7948.61,,0,,Al Furjan,Ibn Battuta Metro Station,9.1,46.5
Al Warsan First,Villa,1265000.0,25-08-2020,8214.29,,0,,International City Phase 1,Rashidiya Metro Station,8.7,44.2
Al Warsan First,Villa,1540000.0,28-06-2022,10000.0,,0,,International City Phase 1,Rashidiya Metro Station,5.2,26.8
Al Merkadh,Villa,15300000.0,24-02-2022,18713.54,,0,,,Business Bay Metro Station,9.8,57.1
Al Yufrah 3,Villa,1260000.0,15-08-2021,8300.4,,0,,DAMAC HILLS 2,,10.7,54.2
Al Yufrah 3,Villa,1145000.0,4/11/2021,7542.82,,0,,DAMAC HILLS 2,,5.3,27.1
Hadaeq Sheikh Mohammed Bin Rashid,Villa,4850000.0,28-01-2021,8030.6,,0,,DUBAI HILLS - SIDRA 1,First Abu Dhabi Bank Metro Station,14.2,73.6
Me'Aisem First,Villa,5550000.0,15-06-2021,9208.56,,0,,Jumeirah Golf,Damac Properties,5.5,30.4
Al Yufrah 2,Villa,2519000.0,1/9/2021,7822.98,,0,,DAMAC HILLS 2,,8.1,41.8
Al Yufrah 3,Land,700000.0,8/4/2021,5915.16,,0,,DAMAC HILLS 2,,9.8,49.4
Al Wasl,Land,6015306.0,8/4/2021,6458.35,,0,,,Business Bay Metro Station,14.0,73.2
Al Hebiah Sixth,Land,1965000.0,28-10-2021,6202.85,,0,,Mudon,,14.6,74.0
Al Hebiah Sixth,Villa,2950000.0,2/3/2023,10366.52,,0,,Mudon,,14.5,74.1
Palm Jumeirah,Land,253424.0,5/4/2021,4305.54,,0,,,,14.5,72.6
Ras Al Khor,Land,17935000.0,2/9/2021,7351.58,,0,,,,8.4,51.4
Palm Jumeirah,Land,715769.0,17-02-2022,4144.1,,0,,Palm Jumeirah,,6.0,30.4
Al Thanayah Fourth,Villa,2820000.0,7/2/2023,11435.06,3 B/R,0,,Springs - 5,Nakheel Metro Station,12.8,65.5
Al Thanayah Fourth,Villa,3325000.0,13-01-2022,13029.51,3 B/R,0,,Springs - 1,Damac Properties,11.3,58.2
Al Thanayah Fourth,Villa,2100000.0,22-02-2023,9801.18,2 B/R,0,,Springs - 2,Damac Properties,5.4,28.1
Wadi Al Safa 6,Villa,2975000.0,26-05-2022,9804.24,2 B/R,0,,Arabian Ranches - Palmera - II,,6.6,34.6
Al Barsha South Fourth,Villa,1380000.0,5/8/2021,9622.09,3 B/R,0,,Jumeirah Village Circle,Dubai Internet City,7.9,40.2
Al Yelayiss 1,Villa,2250000.0,1/7/2021,7462.19,4 B/R,0,,,,13.2,67.2
Al Yelayiss 1,Villa,2400000.0,19-07-2022,7318.41,4 B/R,0,,,,12.7,64.8
Al Yelayiss 1,Villa,2120000.0,20-01-2022,7614.94,3 B/R,0,,,,10.0,51.1
Al Yelayiss 1,Villa,1700000.0,8/12/2021,6514.66,4 B/R,0,,,,10.9,55.4
Jabal Ali First,Villa,2450000.0,29-06-2022,10869.57,4 B/R,0,,Al Furjan,Ibn Battuta Metro Station,5.9,30.8
